euclidean,manhattan,Player
1665.4173716446621,1804.865781667479,Flawless
595.1277304541857,848.9191864233514,Tian
606.3490206477834,752.29972885136,Xx
503.88028335386633,706.2111001321829,Blaber
526.4481326771403,644.4519442549885,Malrang
484.02813667069273,577.1020061270625,Tarzan
493.4108533801774,568.1992659411554,Inspired
338.3628170272565,528.8708493357235,Karsa
345.9811487239438,479.2409242680284,Lira
259.15676757747156,472.26818321559847,Kirei
314.2055410080906,412.92944392098707,bono
337.1812869851059,409.4932125813472,Jankos
315.40535077210205,399.79151207387946,Svenskeren
249.00321675466694,380.9678330675307,Clid
280.30437236575875,375.3230163670439,Cuzz
189.84345974782815,330.4590449698211,Dread
150.31133194835826,288.7661460948436,Ning
147.52677081000957,225.4754793232631,Xmithie
122.49258955928838,202.8151379455673,Panda
117.11413766369239,200.91154952380907,Canyon
103.58786437519957,192.25824131842154,Wiggily
149.08377852572255,187.2181954573755,Xerxe
104.68251273936333,176.1145885734765,Peanut
60.28170916330398,139.93173117874284,Aix
98.51006254829119,128.32182710668755,Score
66.25867343898197,121.50277129388411,Broxah
54.592734944250914,110.90366208746586,Meteor
46.77844788823006,103.89932199686073,Ben4
43.338916045139605,91.07109803070442,Xiaopeng
40.949888931222816,84.73290842995264,beishang
38.208061916809854,76.40419095294178,OnFleek
35.735373041681726,64.29744228386708,SofM
