euclidean,manhattan,Player
747.5288342602665,1094.1985655792269,LvMao
572.6587196572998,761.9516901925049,Ming
433.98121531980166,649.0442270281999,Ben
530.2967126441567,607.5081090809244,Lehends
396.3274099479621,598.2353648701493,Crisp
393.8364489293496,551.745841322931,Baolan
389.61183401247615,510.3625260319308,Kellin
292.16057399217516,387.32616663083616,CoreJJ
180.78694558369875,320.2914418421326,Hylissang
188.0939673660422,295.3700641746989,Mystiques
172.5602431848953,279.549785247272,Smoothie
149.1740888984523,261.64750671332627,Effort
166.5283628449794,260.9929442313247,Mithy
133.22623938480092,254.5929688486134,H1IVA
167.74975604717852,253.5056990245505,SnowFlower
160.1396171039477,251.66984666437267,TusiN
137.08484731204703,216.63420943308654,Norskeren
124.86872351129779,214.77430764498803,Biofrost
104.9598376760836,210.4585948180229,Mikyx
110.38202259458977,204.98291024576434,Senan
99.82349304507278,200.96993173144935,Life
164.64193287556452,200.25554868545692,Vulcan
94.26077010524826,185.93359922433078,Zeyzal
99.54915841395241,177.84574545343463,IgNar
94.04979302695182,159.84814111684543,KeY
75.57525860759037,119.0562006509665,Missing
69.24142420137103,108.40012396167047,Joker
42.741455728503475,90.08541957898136,Mata
39.04541308198483,88.05628053233545,BeryL
42.1954351732139,84.94986725530636,Southwind
32.573710970538876,60.28541372321786,meiko
29.848784049595668,55.54606126938482,SwordArt
26.872356737052414,44.15211590399522,Mark
